classAccount,timestamp,UTC,total,public_public1,public_public2,public_public3,public_public4,secret_secret01,secret_secret02,secret_secret03,secret_secret04,secret_secret05,secret_secret06,secret_secret07,secret_secret08,secret_secret09,secret_secret10,secret_secret11,secret_secret12,secret_secret13,secret_secret14,secret_secret15,secret_secret16,secret_secret17,secret_secret18,secret_secret19,secret_secret20,secret_secret21,secret_secret22,secret_secret23,secret_secret24,secret_secret25,secret_secret26,secret_secret27,secret_secret28,secret_secret29,secret_secret30,secret_secret31
sgilles,2012-10-27 14:04:26.0,1351361066000,60,0,5,5,5,3,3,0,3,3,0,3,3,3,3,3,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
sgilles,2012-10-27 14:11:36.0,1351361496000,65,5,5,5,5,3,3,0,3,3,0,3,3,3,3,3,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
sberger,2012-10-29 11:56:32.0,1351526192000,34,5,5,0,0,0,0,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sgilles,2012-10-29 15:16:38.0,1351538198000,91,5,5,5,5,3,3,0,3,3,0,3,3,3,3,3,3,3,3,3,0,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
sberger,2012-10-29 17:48:53.0,1351547333000,34,5,5,0,0,0,0,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sberger,2012-10-29 17:52:05.0,1351547525000,60,5,5,5,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
takako,2012-10-29 19:26:33.0,1351553193000,63,5,5,5,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dfarias,2012-10-30 13:29:54.0,1351618194000,79,5,5,5,5,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,2,2,2,2,2,2,2,2,2,2,2,2,2
oahsan,2012-10-30 16:05:33.0,1351627533000,69,5,5,5,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
oahsan,2012-10-30 16:42:23.0,1351629743000,74,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
takako,2012-10-30 18:30:29.0,1351636229000,63,5,5,5,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ottos,2012-10-30 23:04:51.0,1351652691000,54,5,5,5,5,0,0,3,3,3,0,3,3,3,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0
ahafez,2012-10-30 23:13:43.0,1351653223000,100,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
ahafez,2012-10-31 00:21:11.0,1351657271000,100,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
takako,2012-10-31 02:05:30.0,1351663530000,63,5,5,5,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sberger,2012-10-31 15:56:32.0,1351713392000,74,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ballard3,2012-10-31 17:54:23.0,1351720463000,88,5,5,5,5,3,3,3,3,3,0,3,3,3,3,0,0,0,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
oahsan,2012-10-31 19:33:03.0,1351726383000,74,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
oahsan,2012-10-31 19:41:35.0,1351726895000,100,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
kmm17,2012-10-31 20:40:10.0,1351730410000,32,5,0,0,0,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ahuang14,2012-10-31 20:42:43.0,1351730563000,32,5,0,0,0,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kmm17,2012-10-31 21:03:57.0,1351731837000,40,5,5,0,0,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bshumate,2012-10-31 23:27:14.0,1351740434000,20,5,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tlundfel,2012-11-01 01:42:56.0,1351748576000,46,5,5,0,0,0,0,3,3,3,0,3,3,3,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tlundfel,2012-11-01 02:01:21.0,1351749681000,31,5,5,0,0,0,0,3,3,3,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tlundfel,2012-11-01 02:02:46.0,1351749766000,49,5,5,0,0,0,0,3,3,3,0,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tlundfel,2012-11-01 02:08:41.0,1351750121000,54,5,5,5,0,0,0,3,3,3,0,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tlundfel,2012-11-01 04:36:09.0,1351758969000,60,5,5,5,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
takako,2012-11-01 15:42:42.0,1351798962000,68,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bshumate,2012-11-01 15:55:50.0,1351799750000,40,5,5,0,0,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ahuang14,2012-11-01 19:59:45.0,1351814385000,52,5,5,0,0,3,3,3,3,3,3,3,3,3,3,0,0,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
izhou,2012-11-01 22:22:05.0,1351822925000,91,5,5,5,5,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
arjun1,2012-11-01 23:23:08.0,1351826588000,20,5,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mmille,2012-11-02 00:28:10.0,1351830490000,53,5,5,5,5,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
nkarroum,2012-11-02 02:21:30.0,1351837290000,17,5,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jyan7,2012-11-02 02:38:22.0,1351838302000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jyan7,2012-11-02 02:57:25.0,1351839445000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jyan7,2012-11-02 04:24:44.0,1351844684000,34,5,5,0,0,0,0,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bshumate,2012-11-02 11:25:15.0,1351869915000,57,5,5,5,0,3,3,3,3,3,3,3,3,3,3,0,0,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
nkarroum,2012-11-02 11:26:44.0,1351870004000,34,5,5,0,0,0,0,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ottos,2012-11-02 13:01:41.0,1351875701000,74,5,5,5,5,0,0,3,3,3,0,3,3,3,3,0,3,3,3,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
mmille,2012-11-02 13:13:46.0,1351876426000,71,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
atran124,2012-11-02 15:03:23.0,1351883003000,63,5,0,5,5,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
atran124,2012-11-02 15:11:11.0,1351883471000,71,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pbloch,2012-11-02 19:38:18.0,1351899498000,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
izhou,2012-11-02 21:38:44.0,1351906724000,91,5,5,5,5,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
lwu12,2012-11-02 21:42:18.0,1351906938000,68,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sberger,2012-11-02 21:48:39.0,1351907319000,78,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,2,0,0,0,2,0,0
myw1992,2012-11-02 22:28:46.0,1351909726000,30,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,2,2,0,0,0,2,2,0,2,2,2,0,0
mmille,2012-11-03 01:37:46.0,1351921066000,97,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,2,2,2,2,2,2,2,2,2,2,2,2,2
myw1992,2012-11-03 03:15:12.0,1351926912000,70,5,5,5,5,3,0,3,3,3,3,3,3,3,3,0,0,0,3,3,0,0,3,2,2,0,0,0,2,2,0,2,2,2,0,0
jyan7,2012-11-03 04:13:43.0,1351930423000,59,5,5,5,5,0,0,3,3,3,3,3,3,3,3,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
sberger,2012-11-03 05:41:07.0,1351935667000,86,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,0,0,2,0,2,2,0,2,2,0,0,0
spannell,2012-11-03 05:42:15.0,1351935735000,73,5,5,5,5,0,0,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,2,2,2,2,2,2,2,2,2,2,2,2,2
kmm17,2012-11-03 13:02:56.0,1351962176000,49,5,5,0,0,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
kmm17,2012-11-03 13:10:04.0,1351962604000,62,5,5,5,5,3,3,3,3,3,3,3,3,3,3,0,0,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ahuang14,2012-11-03 13:57:50.0,1351965470000,62,5,5,5,5,0,0,3,3,3,3,3,3,3,3,0,3,0,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
kmm17,2012-11-03 14:40:48.0,1351968048000,88,5,5,5,5,3,3,3,3,3,3,3,3,3,3,0,0,0,3,3,3,0,3,2,2,2,2,2,2,2,2,2,2,2,2,2
kmm17,2012-11-03 14:42:37.0,1351968157000,88,5,5,5,5,3,3,3,3,3,3,3,3,3,3,0,0,0,3,3,3,0,3,2,2,2,2,2,2,2,2,2,2,2,2,2
jhsiegel,2012-11-03 15:21:42.0,1351970502000,65,5,5,5,5,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ahuang14,2012-11-03 15:22:36.0,1351970556000,88,5,5,5,5,0,0,3,3,3,3,3,3,3,3,0,3,0,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
dfarias,2012-11-03 15:47:53.0,1351972073000,79,5,5,5,5,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,2,2,2,2,2,2,2,2,2,2,2,2,2
amalik12,2012-11-03 15:57:58.0,1351972678000,69,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,0,0,3,0,2,0,0,0,0,2,0,0,0,0,0,0
jhsiegel,2012-11-03 16:03:26.0,1351973006000,65,5,5,5,5,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oahsan,2012-11-03 16:23:22.0,1351974202000,100,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
oahsan,2012-11-03 16:26:11.0,1351974371000,100,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
oahsan,2012-11-03 16:32:30.0,1351974750000,100,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
andyb,2012-11-03 17:53:02.0,1351979582000,60,5,5,5,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bneumaie,2012-11-03 18:01:36.0,1351980096000,71,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
etanner1,2012-11-03 20:04:48.0,1351987488000,63,5,5,5,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
tirish,2012-11-03 21:11:34.0,1351991494000,65,5,5,5,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0
jdklein,2012-11-03 21:12:50.0,1351991570000,69,5,5,5,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
dshaw,2012-11-03 21:17:48.0,1351991868000,100,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
arjun1,2012-11-03 21:19:26.0,1351991966000,45,5,5,5,0,3,3,3,3,3,0,3,3,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
alinhard,2012-11-03 21:25:40.0,1351992340000,40,0,5,5,0,0,0,3,3,3,3,3,3,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jdklein,2012-11-03 22:36:37.0,1351996597000,74,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
amalik12,2012-11-03 23:19:53.0,1351999193000,91,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,0,0,3,2,2,2,2,2,2,2,2,2,2,2,2,2
enav,2012-11-04 00:44:00.0,1352004240000,91,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,3,2,2,2,2,2,2,2,2,2,2,2,2,2
parakh,2012-11-04 01:15:03.0,1352009703000,91,5,5,5,5,3,3,3,3,3,3,3,3,3,3,0,0,0,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
arinray,2012-11-04 02:00:21.0,1352012421000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scassedy,2012-11-04 02:33:48.0,1352014428000,94,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,2,2,2,2,2,2,2,2,2,2,2,2,2
erudnick,2012-11-04 02:46:31.0,1352015191000,47,5,5,5,5,0,0,0,3,3,0,3,3,3,3,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arinray,2012-11-04 02:49:12.0,1352015352000,17,5,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arinray,2012-11-04 02:53:58.0,1352015638000,26,5,0,0,0,0,0,3,3,3,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jyan7,2012-11-04 02:58:23.0,1352015903000,54,5,5,5,0,0,0,3,3,3,3,3,3,3,3,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
bshumate,2012-11-04 03:29:10.0,1352017750000,86,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,0,0,2,0,2,2,0,2,2,0,0,0
jyan7,2012-11-04 03:30:26.0,1352017826000,85,5,5,5,5,0,0,3,3,3,3,3,3,3,3,0,0,0,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
jdklein,2012-11-04 03:35:17.0,1352018117000,69,5,5,5,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
alinhard,2012-11-04 03:35:25.0,1352018125000,50,5,5,5,5,0,0,3,3,3,3,3,3,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alinhard,2012-11-04 03:37:16.0,1352018236000,50,5,5,5,5,0,0,3,3,3,3,3,3,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jdklein,2012-11-04 03:37:56.0,1352018276000,69,5,5,5,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
jdklein,2012-11-04 03:40:00.0,1352018400000,74,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
jdklein,2012-11-04 05:13:28.0,1352024008000,74,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
jdklein,2012-11-04 05:44:26.0,1352025866000,69,5,5,5,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
jdklein,2012-11-04 05:51:43.0,1352026303000,74,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
aac312,2012-11-04 09:31:57.0,1352039517000,6,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aac312,2012-11-04 10:46:11.0,1352043971000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jafranck,2012-11-04 14:02:30.0,1352055750000,100,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
jhsiegel,2012-11-04 14:22:41.0,1352056961000,65,5,5,5,5,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mikasent,2012-11-04 15:32:56.0,1352061176000,72,5,5,5,5,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,0,0,0,2,0,0,0,0,0,0,0,0
ychen123,2012-11-04 16:40:23.0,1352065223000,53,5,5,5,5,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
raja,2012-11-04 16:43:33.0,1352065413000,100,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
lucataco,2012-11-04 16:59:43.0,1352066383000,34,5,5,0,0,0,0,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ychen123,2012-11-04 17:06:04.0,1352066764000,79,5,5,5,5,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,2,2,2,2,2,2,2,2,2,2,2,2,2
pbloch,2012-11-04 17:10:26.0,1352067026000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jbeaudoi,2012-11-04 17:12:59.0,1352067179000,44,5,5,5,5,0,0,3,3,3,0,3,3,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ychen123,2012-11-04 17:47:51.0,1352069271000,79,5,5,5,5,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,2,2,2,2,2,2,2,2,2,2,2,2,2
enav,2012-11-04 17:50:36.0,1352069436000,97,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,2,2,2,2,2,2,2,2,2,2,2,2,2
aac312,2012-11-04 17:51:09.0,1352069469000,14,5,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ychen123,2012-11-04 18:32:46.0,1352071966000,82,5,5,5,5,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,3,0,3,2,2,2,2,2,2,2,2,2,2,2,2,2
lvalenta,2012-11-04 19:53:45.0,1352076825000,100,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
atran124,2012-11-04 21:18:22.0,1352081902000,68,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sal1992,2012-11-04 22:21:12.0,1352085672000,0,0,0,0
etanner1,2012-11-04 22:22:54.0,1352085774000,74,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
nbakirci,2012-11-05 00:03:56.0,1352091836000,59,5,5,5,5,3,3,3,3,3,3,3,3,3,3,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pmasigla,2012-11-05 00:15:42.0,1352092542000,54,5,5,5,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
etanner1,2012-11-05 00:17:33.0,1352092653000,100,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
ahafez,2012-11-05 00:29:40.0,1352093380000,100,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
viyen,2012-11-05 01:07:22.0,1352095642000,79,5,5,5,5,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,2,2,0,2,0,2,2,0,0,2,2,0,0
elfalem,2012-11-05 01:23:30.0,1352096610000,88,5,5,5,5,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2
bshumate,2012-11-05 01:51:16.0,1352098276000,100,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
arinray,2012-11-05 03:49:59.0,1352105399000,53,5,5,5,5,0,0,3,3,3,3,3,3,3,3,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
schrist2,2012-11-05 05:07:27.0,1352110047000,94,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2
mikasent,2012-11-05 11:34:55.0,1352133295000,94,5,5,5,5,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
srandall,2012-11-05 11:55:05.0,1352134505000,74,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
rafletch,2012-11-05 12:23:27.0,1352136207000,88,5,5,5,5,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2
aac312,2012-11-05 12:51:11.0,1352137871000,39,5,5,5,0,0,0,0,3,3,0,3,3,3,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tirish,2012-11-05 15:16:58.0,1352146618000,68,5,5,5,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0
pbloch,2012-11-05 15:48:54.0,1352148534000,66,5,5,5,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
hconvers,2012-11-05 16:35:48.0,1352151348000,94,5,5,5,5,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
emkell2,2012-11-05 16:39:11.0,1352151551000,71,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
agoley,2012-11-05 18:32:23.0,1352158343000,60,5,0,5,5,3,3,3,3,3,3,3,3,3,0,3,0,3,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
agoley,2012-11-05 18:53:12.0,1352159592000,68,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
etanner1,2012-11-05 19:21:39.0,1352161299000,100,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
robertzi,2012-11-05 21:16:26.0,1352168186000,77,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,0,2,0,0,0,0,2,0,0,0,2,0,0
sanfin,2012-11-05 21:18:31.0,1352168311000,94,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,2,2,2,2,2,2,2,2,2,2,2,2,2
elfalem,2012-11-05 21:31:30.0,1352169090000,97,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,2,2,2,2,2,2,2,2,2,2,2,2,2
relh,2012-11-05 21:43:40.0,1352169820000,74,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
slast,2012-11-05 21:52:27.0,1352170347000,65,5,5,5,5,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
relh,2012-11-05 21:58:40.0,1352170720000,74,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
jkrynits,2012-11-05 23:12:46.0,1352175166000,37,5,5,0,0,3,3,3,3,3,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
