classAccount,timestamp,UTC,total,public_public1,public_public2,public_public3,public_public4,secret_secret01,secret_secret02,secret_secret03,secret_secret04,secret_secret05,secret_secret06,secret_secret07,secret_secret08,secret_secret09,secret_secret10,secret_secret11,secret_secret12,secret_secret13
nmistry1,2012-10-24 18:02:58.0,1351116178000,45,5,5,5,5,7,0,0,6,6,6,0,0,0,0,0,0,0
nmistry1,2012-10-24 18:07:15.0,1351116435000,23,0,5,0,0,0,0,0,6,6,6,0,0,0,0,0,0,0
nmistry1,2012-10-24 18:10:02.0,1351116602000,45,5,5,5,5,7,0,0,6,6,6,0,0,0,0,0,0,0
nmistry1,2012-10-24 18:29:09.0,1351117749000,45,5,5,5,5,7,0,0,6,6,6,0,0,0,0,0,0,0
nmistry1,2012-10-24 18:53:39.0,1351119219000,58,5,5,5,5,7,7,6,6,6,6,0,0,0,0,0,0,0
tlutz,2012-10-24 19:02:07.0,1351119727000,88,5,5,5,5,7,7,6,6,0,6,6,6,6,6,6,0,6
jmullins,2012-10-24 19:07:04.0,1351120024000,70,5,5,5,5,7,7,0,0,6,0,6,6,6,0,6,0,6
nmistry1,2012-10-24 19:23:55.0,1351121035000,76,5,5,5,5,7,7,6,6,6,6,6,0,0,6,6,0,0
nmistry1,2012-10-24 19:29:35.0,1351121375000,76,5,5,5,5,7,7,6,6,6,6,6,0,0,6,6,0,0
chulk90,2012-10-24 19:40:31.0,1351122031000,64,5,5,5,5,7,7,0,0,0,0,6,6,6,0,6,0,6
jmullins,2012-10-24 19:40:58.0,1351122058000,70,5,5,5,5,7,7,0,0,6,0,6,6,6,0,6,0,6
jmullins,2012-10-24 19:53:00.0,1351122780000,70,5,5,5,5,7,7,0,0,6,0,6,6,6,0,6,0,6
jmullins,2012-10-24 20:01:36.0,1351123296000,70,5,5,5,5,7,7,0,0,6,0,6,6,6,0,6,0,6
ccentofo,2012-10-24 20:07:14.0,1351123634000,22,5,5,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0
ccentofo,2012-10-24 20:09:36.0,1351123776000,22,5,0,5,5,7,0,0,0,0,0,0,0,0,0,0,0,0
achonai,2012-10-24 20:17:13.0,1351124233000,94,5,5,5,5,7,7,6,6,6,6,6,6,6,6,6,0,6
jmangino,2012-10-24 20:18:01.0,1351124281000,29,5,5,5,0,7,7,0,0,0,0,0,0,0,0,0,0,0
dquispe,2012-10-24 20:29:27.0,1351124967000,64,5,5,5,5,7,7,6,6,6,6,0,0,0,0,0,6,0
dquispe,2012-10-24 20:29:46.0,1351124986000,64,5,5,5,5,7,7,6,6,6,6,0,0,0,0,0,6,0
ccentofo,2012-10-24 20:53:44.0,1351126424000,22,5,0,5,5,7,0,0,0,0,0,0,0,0,0,0,0,0
pmasigla,2012-10-24 21:06:52.0,1351127212000,69,5,5,5,5,7,0,6,6,0,6,6,6,6,6,0,0,0
sal1992,2012-10-24 21:13:59.0,1351127639000,76,5,5,5,5,7,7,6,0,0,0,6,6,6,6,6,6,0
kmadura,2012-10-24 21:14:56.0,1351127696000,59,5,5,0,5,7,7,6,0,0,0,0,6,6,6,6,0,0
stenborg,2012-10-24 21:15:51.0,1351127751000,29,5,5,5,0,7,7,0,0,0,0,0,0,0,0,0,0,0
kmadura,2012-10-24 21:25:03.0,1351128303000,63,5,5,5,5,7,0,6,0,0,6,0,6,6,6,6,0,0
kmadura,2012-10-24 21:26:18.0,1351128378000,63,5,5,5,5,7,0,6,0,0,6,0,6,6,6,6,0,0
relh,2012-10-24 21:28:17.0,1351128497000,51,5,5,5,5,7,0,6,6,6,6,0,0,0,0,0,0,0
svarkian,2012-10-24 21:29:17.0,1351128557000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sal1992,2012-10-24 21:30:46.0,1351128646000,76,5,5,5,5,7,7,6,0,0,0,6,6,6,6,6,6,0
kmadura,2012-10-24 21:30:55.0,1351128655000,70,5,5,5,5,7,7,6,0,0,6,0,6,6,6,6,0,0
svarkian,2012-10-24 21:32:26.0,1351128746000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
svarkian,2012-10-24 21:32:43.0,1351128763000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
svarkian,2012-10-24 21:34:23.0,1351128863000,12,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
chulk90,2012-10-24 21:36:03.0,1351128963000,64,5,5,5,5,7,7,0,0,0,0,6,6,6,0,6,0,6
kmadura,2012-10-24 21:43:16.0,1351129396000,70,5,5,5,5,7,7,6,0,0,6,0,6,6,6,6,0,0
svarkian,2012-10-24 21:45:08.0,1351129508000,17,5,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
sal1992,2012-10-24 21:50:08.0,1351129808000,76,5,5,5,5,7,7,6,0,0,0,6,6,6,6,6,6,0
kmadura,2012-10-24 21:50:51.0,1351129851000,70,5,5,5,5,7,7,6,0,0,6,0,6,6,6,6,0,0
kmadura,2012-10-24 21:51:49.0,1351129909000,70,5,5,5,5,7,7,6,0,0,6,0,6,6,6,6,0,0
svarkian,2012-10-24 21:56:19.0,1351130179000,22,5,5,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0
chulk90,2012-10-24 21:56:22.0,1351130182000,64,5,5,5,5,7,7,0,0,0,0,6,6,6,0,6,0,6
glittle,2012-10-24 21:57:27.0,1351130247000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stenborg,2012-10-24 21:57:28.0,1351130248000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chulk90,2012-10-24 22:00:28.0,1351130428000,64,5,5,5,5,7,7,0,0,0,0,6,6,6,0,6,0,6
chulk90,2012-10-24 22:01:31.0,1351130491000,64,5,5,5,5,7,7,0,0,0,0,6,6,6,0,6,0,6
